Group,date,price,sales
Bakery,2020-10-07,9421.22,810.5
Bakery,2020-10-08,9256.029999999999,777.8
Bakery,2020-10-09,10407.539999999999,863.5
Bakery,2020-10-10,9020.119999999999,811.2
Bakery,2020-10-11,10185.22,690.2
Bakery,2020-10-12,8327.029999999999,684.4
Bakery,2020-10-13,8612.41,725.9
Bakery,2020-10-14,8921.47,689.5
Bakery,2020-10-15,8314.21,816.1
Bakery,2020-10-16,9651.279999999999,830.4
Bakery,2020-10-17,12326.64,1182.2
Bakery,2020-10-18,9739.57,755.8
Bakery,2020-10-19,8288.24,784.2
Bakery,2020-10-20,10426.36,848.6
Bakery,2020-10-21,9846.19,807.2
Bakery,2020-10-22,10846.99,989.2
Bakery,2020-10-23,11542.17,1027.3
Bakery,2020-10-24,10628.789999999999,926.5
Bakery,2020-10-25,10724.55,915.0
Bakery,2020-10-26,9034.36,889.4
Bakery,2020-10-27,9267.83,869.4
Bakery,2020-10-28,9801.039999999999,876.3
Bakery,2020-10-29,12007.16,1138.9
Bakery,2020-10-30,12326.18,1109.1
Bakery,2020-10-31,13642.31,1102.4
Bakery,2020-11-01,12356.449999999999,1037.1
Bakery,2020-11-02,11357.44,918.2
Bakery,2020-11-03,11676.98,921.4
Bakery,2020-11-04,10116.55,863.3
Bakery,2020-11-05,12850.539999999999,1040.1
Bakery,2020-11-06,12399.83,1129.6
Bakery,2020-11-07,15077.939999999999,1141.7
Bakery,2020-11-08,11667.56,1074.8
Bakery,2020-11-09,10953.83,840.6
Bakery,2020-11-10,9278.029999999999,830.0
Bakery,2020-11-11,12884.22,1054.4
Bakery,2020-11-12,13433.359999999999,1272.2
Bakery,2020-11-13,14589.039999999999,1285.8
Bakery,2020-11-14,15527.039999999999,1434.9
Bakery,2020-11-15,14368.9,1147.4
Bakery,2020-11-16,12026.1,1101.8
Bakery,2020-11-17,13775.48,1210.4
Bakery,2020-11-18,14944.16,1048.2
Bakery,2020-11-19,14565.859999999999,1387.0
Bakery,2020-11-20,17752.13,1550.1
Bakery,2020-11-21,18927.34,1618.2
Bakery,2020-11-22,15773.49,1315.4
Bakery,2020-11-23,14958.039999999999,1130.0
Bakery,2020-11-24,18709.14,1469.2
Bakery,2020-11-25,18881.0,1518.4
Bakery,2020-11-26,20020.73,1892.5
Bakery,2020-11-27,20220.739999999998,1819.4
Bakery,2020-11-28,22413.55,2239.2
Bakery,2020-11-29,20647.87,1905.9
Bakery,2020-11-30,18430.059999999998,1504.9
Bakery,2020-12-01,20309.239999999998,1754.1
Bakery,2020-12-02,19853.5,1554.5
Bakery,2020-12-03,20204.3,1723.6
Bakery,2020-12-04,21555.68,1867.3
Bakery,2020-12-05,23298.079999999998,1938.6
Bakery,2020-12-06,20469.86,1622.3
Bakery,2020-12-07,18837.55,1463.3
Bakery,2020-12-08,21841.53,1690.4
Bakery,2020-12-09,20263.0,1532.6
Bakery,2020-12-10,18417.62,1812.7
Bakery,2020-12-11,21446.44,2206.9
Bakery,2020-12-12,22004.25,2061.8
Bakery,2020-12-13,21609.12,1842.3
Bakery,2020-12-14,20301.04,1675.2
Bakery,2020-12-15,18905.989999999998,1568.9
Bakery,2020-12-16,19157.5,1602.4
Bakery,2020-12-17,22340.06,1702.6
Bakery,2020-12-18,19898.1,1608.5
Bakery,2020-12-19,20525.13,1679.3
Bakery,2020-12-20,18909.22,1455.9
Bakery,2020-12-21,17618.8,1257.3
Bakery,2020-12-22,19901.09,1530.1
Bakery,2020-12-23,20244.75,1512.3
Bakery,2020-12-24,22221.65,1806.7
Bakery,2020-12-25,23969.89,1895.1
Bakery,2020-12-26,20841.94,1584.7
Bakery,2020-12-27,20230.7,1693.1
Bakery,2020-12-28,20734.98,1821.9
Bakery,2020-12-29,22413.56,2133.3
Bakery,2020-12-30,26603.62,3023.1
Bakery,2020-12-31,20385.71,2212.0
Bakery,2021-01-01,9751.039999999999,778.5
Bakery,2021-01-02,17614.75,1454.1
Bakery,2021-01-03,21924.53,1715.3
Bakery,2021-01-04,21804.67,1913.6
Bakery,2021-01-05,24716.6,1955.6
Bakery,2021-01-06,23217.26,1761.0
Bakery,2021-01-07,20022.15,1626.3
Bakery,2021-01-08,23460.51,1880.6
Bakery,2021-01-09,24868.22,2116.1
Bakery,2021-01-10,25474.98,2079.3
Bakery,2021-01-11,23226.32,1784.9
Bakery,2021-01-12,23808.92,2081.9
Bakery,2021-01-13,25942.96,2194.2
Bakery,2021-01-14,24490.1,2209.1
Bakery,2021-01-15,25422.91,2158.2
Bakery,2021-01-16,28059.24,2398.204
Bakery,2021-01-17,27440.51,2659.0
Bakery,2021-01-18,26702.69,2260.6
Bakery,2021-01-19,25589.08,2224.8
Bakery,2021-01-20,25112.48,2250.7
Bakery,2021-01-21,26293.28,2210.2
Bakery,2021-01-22,25748.72,2258.0
Bakery,2021-01-23,25990.51,2122.5
Bakery,2021-01-24,27122.77,2212.8
Bakery,2021-01-25,19645.46,1617.2
Bakery,2021-01-26,23377.38,1784.4
Bakery,2021-01-27,21311.53,1670.0
Bakery,2021-01-28,24911.39,1850.0
Bakery,2021-01-29,24657.1,1915.0
Bakery,2021-01-30,26457.32,2134.2
Bakery,2021-01-31,23549.55,1928.9
Bakery,2021-02-01,23263.97,1770.5
Bakery,2021-02-02,24156.26,1740.1
Bakery,2021-02-03,25140.12,1952.5
Bakery,2021-02-04,26662.75,1984.4
Bakery,2021-02-05,29039.91,2284.0
Bakery,2021-02-06,30134.93,2298.5
Bakery,2021-02-07,30534.77,2479.4
Bakery,2021-02-08,28925.73,2151.4
Bakery,2021-02-09,28203.16,2164.1
Bakery,2021-02-10,28703.99,2061.8
Bakery,2021-02-11,29348.07,2581.3
Bakery,2021-02-12,30555.04,2436.4
Bakery,2021-02-13,32727.67,2730.2
Bakery,2021-02-14,28829.829999999998,2322.5
Bakery,2021-02-15,27775.47,1961.4
Bakery,2021-02-16,29875.4,2365.4
Bakery,2021-02-17,30053.52,2340.2
Bakery,2021-02-18,30708.8,2909.0
Bakery,2021-02-19,31360.39,2707.0
Bakery,2021-02-20,28480.42,2799.3
Bakery,2021-02-21,30815.79,2533.1
Bakery,2021-02-22,25777.15,2194.4
Bakery,2021-02-23,26592.31,2264.2
Bakery,2021-02-24,28665.32,2388.7
Bakery,2021-02-25,25595.51,2088.0
Bakery,2021-02-26,28852.16,2176.9
Bakery,2021-02-27,31465.98,2558.8
Bakery,2021-02-28,29636.55,2402.6
Bakery,2021-03-01,25676.44,1938.9
Bakery,2021-03-02,27018.07,2021.6
Bakery,2021-03-03,25318.29,1847.8
Bakery,2021-03-04,22569.7,1725.1
Bakery,2021-03-05,30591.32,2533.5
Bakery,2021-03-06,28379.06,2357.4
Bakery,2021-03-07,30252.829999999998,2502.4
Bakery,2021-03-08,24497.23,2087.6
Bakery,2021-03-09,26059.29,2151.5
Bakery,2021-03-10,27200.13,1997.9
Bakery,2021-03-11,30873.56,2305.1
Bakery,2021-03-12,31507.4,2680.7
Bakery,2021-03-13,31951.579999999998,2745.6
Bakery,2021-03-14,32793.2,2649.3
Bakery,2021-03-15,30135.95,2420.3
Bakery,2021-03-16,26785.34,2280.0
Bakery,2021-03-17,30523.1,2367.1
Bakery,2021-03-18,31628.45,2928.9
Bakery,2021-03-19,36276.69,3067.7
Bakery,2021-03-20,36492.15,3446.7
Bakery,2021-03-21,33004.26,3003.3
Bakery,2021-03-22,33466.14,2821.9
Bakery,2021-03-23,34164.24,2953.9
Bakery,2021-03-24,33705.24,2832.4
Bakery,2021-03-25,32999.87,2725.84
Bakery,2021-03-26,32257.24,2713.5
Bakery,2021-03-27,32804.99,2931.4
Bakery,2021-03-28,31254.03,2618.5
Bakery,2021-03-29,31123.09,2471.6
Bakery,2021-03-30,28974.24,2324.6
Bakery,2021-03-31,31441.91,2356.8
Bakery,2021-04-01,31669.36,2527.9
Bakery,2021-04-02,36487.07,3134.8
Bakery,2021-04-03,35347.84,2979.7
Bakery,2021-04-04,36331.7,2975.3
Bakery,2021-04-05,30973.09,2486.9
Bakery,2021-04-06,33664.39,2666.5
Bakery,2021-04-07,34404.67,2824.9
Bakery,2021-04-08,35631.05,2856.0
Bakery,2021-04-09,35074.37,2933.0
Bakery,2021-04-10,32346.64,2717.4
Bakery,2021-04-11,32035.54,2745.2
Bakery,2021-04-12,33943.51,2777.2
Bakery,2021-04-13,33040.87,2659.6
Bakery,2021-04-14,31627.22,2745.2
Bakery,2021-04-15,37736.03,3372.5
Bakery,2021-04-16,39542.0,3626.9
Bakery,2021-04-17,36156.35,3461.0
Bakery,2021-04-18,35099.72,3110.7
Bakery,2021-04-19,31230.36,2646.6
Bakery,2021-04-20,32129.16,2922.6
Bakery,2021-04-21,31443.84,2634.1
Bakery,2021-04-22,32232.35,2663.1
Bakery,2021-04-23,30460.06,2632.7
Bakery,2021-04-24,33498.86,2942.8
Bakery,2021-04-25,33991.06,2855.6
Bakery,2021-04-26,32293.11,2561.6
Bakery,2021-04-27,32457.01,2579.0
Bakery,2021-04-28,26941.37,2355.6
Bakery,2021-04-29,29854.94,2479.6
Bakery,2021-04-30,32985.46,2886.0
Bakery,2021-05-01,27006.88,2256.0
Bakery,2021-05-02,17535.2,1176.5
Bakery,2021-05-03,22851.74,1746.3
Bakery,2021-05-04,24323.29,2065.7
Bakery,2021-05-05,26058.68,1864.9
Bakery,2021-05-06,25715.73,2193.7
Bakery,2021-05-07,25456.71,2212.2
Bakery,2021-05-08,31412.48,2863.8
Bakery,2021-05-09,23474.9,1961.0
Bakery,2021-05-10,25470.5,2095.2
Bakery,2021-05-11,26515.45,2157.4
Bakery,2021-05-12,27009.81,2169.7
Bakery,2021-05-13,29948.81,2749.9
Bakery,2021-05-14,31713.79,2827.1
Bakery,2021-05-15,29061.89,2835.0
Bakery,2021-05-16,28306.97,2539.4
Bakery,2021-05-17,28324.03,2678.0
Bakery,2021-05-18,29680.05,2791.5
Bakery,2021-05-19,30573.95,2691.3
Bakery,2021-05-20,31855.29,3190.1
Bakery,2021-05-21,29376.06,2937.1
Bakery,2021-05-22,26181.38,2723.2
Bakery,2021-05-23,33999.08,3001.2
Bakery,2021-05-24,33626.6,3061.0
Bakery,2021-05-25,26355.76,2475.5
Bakery,2021-05-26,27843.19,2463.9
Bakery,2021-05-27,25737.89,2343.9
Bakery,2021-05-28,29209.0,2506.4
Bakery,2021-05-29,31194.93,2745.3
Bakery,2021-05-30,30816.69,2638.7
Bakery,2021-05-31,28910.77,2529.8
Bakery,2021-06-01,29125.18,2511.3
Bakery,2021-06-02,30286.71,2647.4
Bakery,2021-06-03,30710.84,2487.8
Bakery,2021-06-04,28585.12,2485.2
Bakery,2021-06-05,28884.26,2493.3
Bakery,2021-06-06,31195.85,2554.2
Bakery,2021-06-07,28644.06,2308.4
Bakery,2021-06-08,26204.98,2177.0
Bakery,2021-06-09,28468.61,2272.0
Bakery,2021-06-10,28855.85,2294.4
Bakery,2021-06-11,27012.09,2453.4
Bakery,2021-06-12,26914.97,2200.3
Bakery,2021-06-13,30560.7,2584.7
Bakery,2021-06-14,26448.02,2255.1
Bakery,2021-06-15,26925.31,2048.3
Bakery,2021-06-16,26754.22,2181.2
Bakery,2021-06-17,27257.91,2216.9
Bakery,2021-06-18,27012.27,2377.4
Bakery,2021-06-19,25796.08,2275.4
Bakery,2021-06-20,24133.41,2211.9
Bakery,2021-06-21,27125.26,2363.9
Bakery,2021-06-22,26442.15,2186.4
Bakery,2021-06-23,23950.53,2148.0
Bakery,2021-06-24,26060.73,2369.1
Bakery,2021-06-25,26676.42,2463.7
Bakery,2021-06-26,25362.29,2387.3
Bakery,2021-06-27,26724.41,2267.6
Bakery,2021-06-28,28710.62,2526.4
Bakery,2021-06-29,26382.05,2373.9
Bakery,2021-06-30,25013.16,2086.5
Bakery,2021-07-01,27329.81,2192.3
Bakery,2021-07-02,26777.24,2413.6
Bakery,2021-07-03,27875.36,2430.1
Bakery,2021-07-04,27940.34,2266.2
Bakery,2021-07-05,25693.39,2094.4
Cheese,2020-04-04,851.97,3.2
Cheese,2020-04-05,2930.19,9.4
Cheese,2020-04-06,6381.27,13.5
Cheese,2020-04-07,10433.7,23.2
Cheese,2020-04-08,16743.94,39.4
Cheese,2020-04-09,21417.28,52.6
Cheese,2020-04-10,32668.76,84.5
Cheese,2020-04-11,21918.76,49.8
Cheese,2020-04-12,21457.27,43.5
Cheese,2020-04-13,20572.32,40.9
Cheese,2020-04-14,26919.46,56.5
Cheese,2020-04-15,32266.11,67.0
Cheese,2020-04-16,52519.94,119.9
Cheese,2020-04-17,50263.08,114.3
Cheese,2020-04-18,25517.06,55.0
Cheese,2020-04-19,14677.36,29.0
Cheese,2020-04-20,14333.37,26.9
Cheese,2020-04-21,25614.58,49.9
Cheese,2020-04-22,24792.28,44.0
Cheese,2020-04-23,24826.99,52.7
Cheese,2020-04-24,25237.86,56.9
Cheese,2020-04-25,20272.96,47.4
Cheese,2020-04-26,13447.1,30.1
Cheese,2020-04-27,12459.66,26.3
Cheese,2020-04-28,14482.4,31.7
Cheese,2020-04-29,16000.49,25.7
Cheese,2020-04-30,34301.85,110.8
Cheese,2020-05-01,29222.78,92.8
Cheese,2020-05-02,25457.32,62.5
Cheese,2020-05-03,24162.66,58.9
Cheese,2020-05-04,21692.96,49.8
Cheese,2020-05-05,19304.67,47.0
Cheese,2020-05-06,22973.87,55.8
Cheese,2020-05-07,22514.46,45.9
Cheese,2020-05-08,18469.89,37.4
Cheese,2020-05-09,12463.1,21.5
Cheese,2020-05-10,13890.14,23.0
Cheese,2020-05-11,15583.09,27.4
Cheese,2020-05-12,12920.08,24.4
Cheese,2020-05-13,14897.01,28.9
Cheese,2020-05-14,25987.77,56.4
Cheese,2020-05-15,26773.56,53.6
Cheese,2020-05-16,19622.14,36.8
Cheese,2020-05-17,17398.71,29.400000000000002
Cheese,2020-05-18,14955.89,25.9
Cheese,2020-05-19,19533.14,37.3
Cheese,2020-05-20,14653.710000000001,25.7
Cheese,2020-05-21,15841.9,25.8
Cheese,2020-05-22,14796.32,27.3
Cheese,2020-05-23,11911.92,20.7
Cheese,2020-05-24,9241.8,18.8
Cheese,2020-05-25,10675.95,17.8
Cheese,2020-05-26,11793.82,22.1
Cheese,2020-05-27,7534.66,12.0
Cheese,2020-05-28,13423.2,22.0
Cheese,2020-05-29,11090.08,13.7
Cheese,2020-05-30,10293.4,17.900000000000002
Cheese,2020-05-31,7399.09,8.5
Cheese,2020-06-01,7363.59,9.4
Cheese,2020-06-02,6953.1,10.1
Cheese,2020-06-03,6252.82,7.8999999999999995
Cheese,2020-06-04,9620.62,16.7
Cheese,2020-06-05,10964.38,15.0
Cheese,2020-06-06,7249.99,10.5
Cheese,2020-06-07,8891.94,12.9
Cheese,2020-06-08,4838.06,7.5
Cheese,2020-06-09,5828.13,8.6
Cheese,2020-06-10,9245.63,12.2
Cheese,2020-06-11,11168.97,15.5
Cheese,2020-06-12,8424.66,11.0
Cheese,2020-06-13,9507.02,14.0
Cheese,2020-06-14,7249.99,11.7
Cheese,2020-06-15,10299.6,16.4
Cheese,2020-06-16,5167.35,7.2
Cheese,2020-06-17,9203.03,15.9
Cheese,2020-06-18,37677.35,120.5
Cheese,2020-06-19,33486.61,106.60000000000001
Cheese,2020-06-20,28800.18,73.8
Cheese,2020-06-21,22877.73,54.3
Cheese,2020-06-22,24474.49,64.2
Cheese,2020-06-23,21768.88,58.8
Cheese,2020-06-24,19427.95,49.2
Cheese,2020-06-25,26844.39,80.2
Cheese,2020-06-26,24322.69,69.1
Cheese,2020-06-27,17201.149999999998,45.9
Cheese,2020-06-28,12704.74,29.9
Cheese,2020-06-29,15273.25,32.9
Cheese,2020-06-30,17528.35,41.3
Cheese,2020-07-01,13224.689999999999,32.2
Cheese,2020-07-02,13380.15,23.6
Cheese,2020-07-03,13312.66,25.7
Cheese,2020-07-04,10711.36,17.4
Cheese,2020-07-05,9079.1,16.8
Cheese,2020-07-06,8837.7,14.4
Cheese,2020-07-07,11867.31,17.5
Cheese,2020-07-08,6465.79,11.4
Cheese,2020-07-09,22285.32,55.2
Cheese,2020-07-10,20752.51,50.6
Cheese,2020-07-11,16883.97,37.3
Cheese,2020-07-12,17268.67,38.7
Cheese,2020-07-13,15356.93,37.6
Cheese,2020-07-14,15226.52,33.5
Cheese,2020-07-15,10387.21,21.3
Cheese,2020-07-16,12673.39,18.1
Cheese,2020-07-17,7457.17,11.9
Cheese,2020-07-18,9548.3,18.3
Cheese,2020-07-19,9095.31,13.7
Cheese,2020-07-20,8035.45,11.2
Cheese,2020-07-21,5737.83,11.6
Cheese,2020-07-22,5954.62,9.0
Cheese,2020-07-23,19655.79,63.2
Cheese,2020-07-24,34451.03,92.4
Cheese,2020-07-25,21535.25,53.8
Cheese,2020-07-26,21395.8,48.5
Cheese,2020-07-27,17273.51,47.0
Cheese,2020-07-28,21647.55,52.2
Cheese,2020-07-29,18768.96,47.300000000000004
Cheese,2020-07-30,11805.31,20.8
Cheese,2020-07-31,12882.279999999999,22.8
Cheese,2020-08-01,12195.199999999999,20.6
Cheese,2020-08-02,11759.52,19.1
Cheese,2020-08-03,8662.72,15.200000000000001
Cheese,2020-08-04,7120.87,10.3
Cheese,2020-08-05,7044.08,11.9
Cheese,2020-08-06,21060.8,53.1
Cheese,2020-08-07,15894.82,54.4
Cheese,2020-08-08,17338.28,38.5
Cheese,2020-08-09,14480.69,30.0
Cheese,2020-08-10,15563.74,29.3
Cheese,2020-08-11,11200.69,23.9
Cheese,2020-08-12,9756.23,21.1
Cheese,2020-08-13,16479.23,32.2
Cheese,2020-08-14,17889.17,34.6
Cheese,2020-08-15,16717.72,30.0
Cheese,2020-08-16,13547.44,22.2
Cheese,2020-08-17,15331.369999999999,30.6
Cheese,2020-08-18,9312.789999999999,14.1
Cheese,2020-08-19,10759.83,16.6
Cheese,2020-08-20,22150.67,57.4
Cheese,2020-08-21,21875.989999999998,52.0
Cheese,2020-08-22,16700.6,35.3
Cheese,2020-08-23,13570.41,27.0
Cheese,2020-08-24,14690.96,35.0
Cheese,2020-08-25,16957.809999999998,42.5
Cheese,2020-08-26,15685.06,31.7
Cheese,2020-08-27,23117.2,54.2
Cheese,2020-08-28,22309.91,55.7
Cheese,2020-08-29,19544.95,41.6
Cheese,2020-08-30,17270.92,44.9
Cheese,2020-08-31,19119.46,45.1
Cheese,2020-09-01,18481.09,45.6
Cheese,2020-09-02,16137.46,37.7
Cheese,2020-09-03,17712.3,64.0
Cheese,2020-09-04,17531.13,43.5
Cheese,2020-09-05,16748.3,35.5
Cheese,2020-09-06,13258.21,27.2
Cheese,2020-09-07,11359.57,25.2
Cheese,2020-09-08,12965.82,29.2
Cheese,2020-09-09,11107.69,23.3
Cheese,2020-09-10,12100.91,20.3
Cheese,2020-09-11,11740.13,19.3
Cheese,2020-09-12,11542.64,21.2
Cheese,2020-09-13,9113.92,12.1
Cheese,2020-09-14,7571.86,11.4
Cheese,2020-09-15,7763.05,13.4
Cheese,2020-09-16,12153.94,16.6
Cheese,2020-09-17,14871.73,25.4
Cheese,2020-09-18,22330.1,41.3
Cheese,2020-09-19,17109.95,25.8
Cheese,2020-09-20,17199.08,25.8
Cheese,2020-09-21,16997.66,26.0
Cheese,2020-09-22,13123.99,18.3
Cheese,2020-09-23,17582.36,26.3
Cheese,2020-09-24,29882.43,79.0
Cheese,2020-09-25,31241.09,82.7
Cheese,2020-09-26,26741.85,68.2
Cheese,2020-09-27,25218.61,67.0
Cheese,2020-09-28,21165.38,48.3
Cheese,2020-09-29,22332.97,50.6
Cheese,2020-09-30,27491.28,62.4
Cheese,2020-10-01,31546.710000000003,72.0
Cheese,2020-10-02,34499.61,83.8
Cheese,2020-10-03,25098.600000000002,60.9
Cheese,2020-10-04,24632.75,56.9
Cheese,2020-10-05,25685.420000000002,58.5
Cheese,2020-10-06,30384.16,60.1
Cheese,2020-10-07,31412.940000000002,76.6
