geoCluster,SKU,ID,date,price,sales
563,16649,19,19,1,1
563,20872,4,4,1,1
563,32550,4,4,1,1
563,690818,4,4,1,1
565,32546,23,23,1,1
565,39465,36,36,1,1
565,369071,37,37,1,1
565,660399,36,36,1,1
598,32485,5,5,1,1
598,39465,5,5,1,1
613,208,70,70,1,1
613,20872,58,58,1,1
613,32485,84,84,5,5
613,32490,55,55,1,1
613,32546,84,84,2,2
613,32549,84,84,2,2
613,32550,84,84,2,2
613,49207,84,84,1,1
613,440815,75,75,1,1
613,660399,139,139,1,1
613,782787,68,68,1,1
681,534443,66,66,1,1
682,819149,81,81,1,1
682,819150,81,81,1,1
683,208,50,50,5,5
683,16649,47,47,8,8
683,20872,28,28,1,1
683,32485,54,54,27,27
683,32490,48,48,4,4
683,32546,52,52,8,8
683,32550,46,46,10,10
683,39465,41,41,6,6
683,49207,10,10,1,1
683,67802,50,50,8,8
683,89074,50,50,1,1
683,233272,12,12,1,1
683,369071,38,38,6,6
683,440815,10,10,1,1
683,534443,15,15,1,1
683,736360,48,48,2,2
683,802382,48,48,1,1
683,819149,37,37,2,2
685,32546,32,32,3,3
685,32550,47,47,3,3
687,802382,29,29,1,1
687,819149,24,24,1,1
691,32485,45,45,1,1
744,32485,77,77,1,1
859,16649,27,27,1,1
859,39465,27,27,1,1
860,16649,75,75,2,2
942,32485,77,77,1,1
954,16649,49,49,1,1
954,32485,49,49,1,1
954,32550,49,49,1,1
954,369071,63,63,2,2
988,32485,56,56,2,2
988,32550,26,26,1,1
988,233272,11,11,1,1
991,208,37,37,1,1
999,208,69,69,6,6
999,1008,25,25,1,1
999,16649,76,76,12,12
999,20872,37,37,4,4
999,32485,80,80,37,37
999,32490,76,76,13,13
999,32546,74,74,16,16
999,32549,6,6,1,1
999,32550,74,74,8,8
999,39465,61,61,10,10
999,49207,78,78,5,5
999,67802,46,46,4,4
999,134544,80,80,9,9
999,144184,66,66,2,2
999,440815,44,44,2,2
999,534443,44,44,5,5
999,567970,45,45,3,3
999,612845,69,69,2,2
999,650670,27,27,1,1
999,660399,80,80,4,4
999,711838,66,66,1,1
999,802382,70,70,4,4
999,819149,80,80,5,5
999,819150,67,67,2,2
1241,32485,196,196,1,1
1241,32546,26,26,1,1
1246,32546,73,73,1,1
1246,32550,73,73,1,1
1297,16649,44,44,1,1
1297,32485,31,31,1,1
1297,32546,31,31,1,1
1297,39465,53,53,1,1
1297,802382,24,24,1,1
1297,819149,31,31,1,1
1301,32546,26,26,1,1
1315,20872,28,28,1,1
1316,208,50,50,1,1
1316,32485,57,57,4,4
1316,32546,31,31,1,1
1317,32485,33,33,2,2
1321,208,85,85,14,14
1321,16649,85,85,37,37
1321,20872,27,27,2,2
1321,32485,85,85,60,60
1321,32490,230,230,14,14
1321,32546,61,61,8,8
1321,32549,38,38,1,1
1321,32550,83,83,22,22
1321,39465,75,75,27,27
1321,67802,72,72,13,13
1321,89074,85,85,2,2
1321,144184,16,16,2,2
1321,233272,50,50,1,1
1321,369071,69,69,10,10
1321,440815,85,85,3,3
1321,534443,46,46,3,3
1321,567970,40,40,6,6
1321,612845,52,52,5,5
1321,650670,59,59,2,2
1321,660399,38,38,1,1
1321,690818,31,31,3,3
1321,736357,38,38,1,1
1321,736360,225,225,4,4
1321,782787,21,21,2,2
1321,802382,38,38,4,4
1321,819149,41,41,2,2
1321,819150,65,65,2,2
1326,32485,43,43,1,1
1327,32485,34,34,1,1
1609,1008,19,19,1,1
1619,32485,195,195,2,2
1621,39465,32,32,1,1
1624,16649,18,18,1,1
1624,32485,68,68,2,2
1624,32546,68,68,1,1
1624,32550,70,70,1,1
1624,67802,68,68,1,1
1629,690818,52,52,1,1
1634,32485,61,61,3,3
1634,134544,24,24,1,1
1634,612845,30,30,1,1
1634,819149,30,30,2,2
1635,32485,21,21,1,1
1635,32490,8,8,1,1
1635,32550,8,8,1,1
1636,369071,11,11,1,1
1664,32485,13,13,1,1
1664,144184,39,39,1,1
1672,20872,76,76,3,3
1672,32485,195,195,13,13
1672,32550,80,80,3,3
1672,369071,14,14,1,1
1672,802382,67,67,3,3
1672,819149,76,76,2,2
1677,32490,14,14,1,1
1689,32546,72,72,1,1
1689,67802,8,8,1,1
1702,16649,18,18,2,2
1702,32485,31,31,3,3
1702,32490,7,7,2,2
1702,32546,7,7,1,1
1702,32549,7,7,1,1
1702,39465,31,31,2,2
1702,567970,4,4,1,1
1702,819149,4,4,1,1
1703,16649,13,13,1,1
1704,32485,40,40,2,2
1704,32549,68,68,1,1
1704,32550,25,25,1,1
1705,369071,34,34,1,1
1736,208,55,55,1,1
1737,208,59,59,1,1
1737,20872,44,44,1,1
1737,32485,53,53,2,2
1737,32490,9,9,1,1
1737,32546,59,59,1,1
1737,32550,66,66,5,5
1738,32485,82,82,1,1
1738,32490,14,14,1,1
1738,369071,6,6,1,1
1743,32485,193,193,2,2
1743,233272,13,13,1,1
1743,369071,38,38,1,1
1755,32485,48,48,1,1
1755,736360,48,48,1,1
1755,782787,48,48,1,1
1759,39465,4,4,1,1
1778,32485,5,5,1,1
1780,208,61,61,2,2
1780,20872,55,55,1,1
1780,32485,68,68,11,11
1780,32490,60,60,3,3
1780,32546,60,60,4,4
1780,32550,68,68,5,5
1780,39465,26,26,2,2
1780,49207,20,20,1,1
1780,67802,41,41,2,2
1780,134544,55,55,2,2
1780,144184,19,19,1,1
1780,567970,55,55,2,2
1780,736357,2,2,1,1
1782,16649,26,26,1,1
1782,32485,29,29,1,1
1782,32490,73,73,1,1
1782,49207,73,73,1,1
1782,802382,74,74,2,2
1789,208,61,61,1,1
1789,567970,3,3,1,1
1790,233272,195,195,1,1
1795,20872,29,29,1,1
1795,32485,78,78,1,1
1828,32485,81,81,1,1
1828,32546,23,23,1,1
1846,32485,36,36,3,3
1846,32550,27,27,1,1
1851,208,61,61,4,4
1851,16649,52,52,12,12
1851,20872,34,34,2,2
1851,32485,85,85,38,38
1851,32490,67,67,6,6
1851,32546,75,75,15,15
1851,32550,79,79,18,18
1851,39465,20,20,2,2
1851,49207,23,23,3,3
1851,67802,14,14,1,1
1851,134544,53,53,2,2
1851,369071,11,11,2,2
1851,440815,83,83,2,2
1851,503007,10,10,1,1
1851,534443,48,48,4,4
1851,567970,51,51,5,5
1851,660399,48,48,1,1
1851,736360,32,32,3,3
1851,802382,62,62,1,1
1851,819149,34,34,1,1
1859,16649,55,55,1,1
1860,32485,13,13,1,1
1862,32485,42,42,4,4
1862,32550,1,1,1,1
1862,39465,1,1,1,1
1862,567970,5,5,2,2
1862,782787,5,5,1,1
1865,802382,68,68,1,1
1867,208,75,75,10,10
1867,1008,52,52,2,2
1867,16649,81,81,30,30
1867,20872,72,72,11,11
1867,32485,85,85,66,66
1867,32490,71,71,9,9
1867,32546,79,79,23,23
1867,32549,59,59,8,8
1867,32550,75,75,34,34
1867,39465,63,63,29,29
1867,49207,38,38,3,3
1867,67802,69,69,10,10
1867,89074,72,72,9,9
1867,134544,85,85,15,15
1867,144184,2,2,1,1
1867,233272,76,76,6,6
1867,369071,45,45,8,8
1867,440815,60,60,15,15
1867,534443,45,45,6,6
1867,567970,49,49,6,6
1867,612845,12,12,1,1
1867,650670,31,31,1,1
1867,660399,76,76,3,3
1867,690818,60,60,5,5
1867,711838,79,79,5,5
1867,736360,83,83,5,5
1867,782787,15,15,1,1
1867,802382,68,68,11,11
1867,819149,54,54,2,2
1867,819150,39,39,2,2
1868,32485,25,25,1,1
1868,32546,53,53,1,1
1868,32550,53,53,2,2
1868,39465,19,19,1,1
1868,144184,53,53,1,1
1868,369071,19,19,1,1
1868,567970,66,66,1,1
1868,690818,66,66,1,1
1868,802382,17,17,1,1
1868,819150,23,23,1,1
1876,39465,4,4,1,1
1879,32490,42,42,1,1
1879,67802,61,61,1,1
1893,208,68,68,1,1
1893,369071,18,18,1,1
1894,208,76,76,24,24
1894,1008,60,60,2,2
1894,16649,83,83,15,15
1894,20872,29,29,8,8
1894,32485,230,230,70,70
1894,32490,59,59,8,8
1894,32546,80,80,21,21
1894,32549,117,117,18,18
1894,32550,82,82,27,27
1894,39465,83,83,16,16
1894,49207,67,67,2,2
1894,67802,69,69,19,19
1894,134544,82,82,15,15
1894,144184,62,62,5,5
1894,233272,83,83,14,14
1894,369071,83,83,16,16
1894,440815,49,49,12,12
1894,503007,66,66,1,1
1894,534443,46,46,2,2
1894,567970,27,27,2,2
1894,612845,74,74,12,12
1894,650670,48,48,7,7
1894,660399,63,63,5,5
1894,690818,37,37,4,4
1894,736357,66,66,4,4
1894,736360,47,47,4,4
1894,782787,15,15,3,3
1894,802382,70,70,4,4
1894,819149,81,81,5,5
1894,819150,16,16,1,1
1928,208,34,34,1,1
1928,1008,17,17,2,2
1928,16649,80,80,15,15
1928,20872,37,37,5,5
1928,32485,82,82,33,33
1928,32490,61,61,3,3
1928,32546,77,77,9,9
1928,32549,15,15,2,2
1928,32550,82,82,15,15
1928,39465,81,81,12,12
1928,49207,17,17,3,3
1928,67802,41,41,6,6
1928,89074,48,48,5,5
1928,134544,82,82,4,4
1928,144184,60,60,2,2
1928,233272,44,44,1,1
1928,369071,46,46,3,3
1928,440815,81,81,7,7
1928,534443,44,44,3,3
1928,650670,39,39,3,3
1928,660399,35,35,2,2
1928,690818,81,81,1,1
1928,711838,80,80,1,1
1928,736360,81,81,1,1
1928,802382,44,44,2,2
1928,819149,28,28,3,3
1928,819150,44,44,3,3
1934,24,243,243,74,74
1934,208,438,438,54,54
1934,1008,449,449,73,73
1934,16649,441,441,187,187
1934,20872,434,434,73,73
1934,26194,453,453,79,79
1934,32485,457,457,276,276
1934,32490,452,452,67,67
1934,32546,425,425,198,198
1934,32549,366,366,124,124
1934,32550,404,404,232,232
1934,39465,437,437,157,157
1934,47330,453,453,95,95
1934,49207,365,365,59,59
1934,49450,455,455,138,138
1934,67802,445,445,41,41
1934,89074,446,446,38,38
1934,96123,452,452,67,67
1934,134544,435,435,142,142
1934,144184,450,450,85,85
1934,219149,452,452,128,128
1934,221793,305,305,59,59
1934,224200,285,285,1,1
1934,233272,431,431,93,93
1934,259516,420,420,87,87
1934,363713,433,433,81,81
1934,369071,446,446,44,44
1934,375210,453,453,192,192
1934,437495,452,452,63,63
1934,440815,404,404,133,133
1934,503007,452,452,55,55
1934,521941,417,417,43,43
1934,534443,204,204,107,107
1934,543663,445,445,76,76
1934,552806,453,453,207,207
1934,552812,452,452,121,121
1934,567970,450,450,96,96
1934,571255,452,452,86,86
1934,571258,454,454,107,107
1934,591899,446,446,95,95
1934,596031,452,452,100,100
1934,612845,455,455,121,121
1934,638673,382,382,18,18
1934,642700,446,446,125,125
1934,650670,452,452,70,70
1934,660399,447,447,141,141
1934,666058,396,396,68,68
1934,690818,452,452,111,111
1934,711838,453,453,67,67
1934,736357,406,406,54,54
1934,736360,452,452,78,78
1934,782787,454,454,70,70
1934,787133,452,452,84,84
1934,802382,425,425,61,61
1934,815381,234,234,55,55
1934,819149,446,446,155,155
1934,819150,446,446,89,89
1934,838137,183,183,17,17
1935,24,283,283,120,120
1935,208,438,438,89,89
1935,1008,449,449,165,165
1935,16649,456,456,329,329
1935,20872,457,457,204,204
1935,26194,453,453,292,292
1935,32485,455,455,347,347
1935,32490,451,451,80,80
1935,32546,424,424,308,308
1935,32549,381,381,211,211
1935,32550,404,404,348,348
1935,39465,453,453,308,308
1935,47330,455,455,151,151
1935,49207,369,369,62,62
1935,49450,455,455,131,131
1935,67802,445,445,72,72
1935,89074,446,446,101,101
1935,96123,452,452,196,196
1935,134544,454,454,254,254
1935,144184,446,446,207,207
1935,219078,457,457,126,126
1935,219149,451,451,324,324
1935,221793,445,445,93,93
1935,224200,28,28,7,7
1935,233272,434,434,99,99
1935,259516,449,449,169,169
1935,362721,434,434,110,110
1935,363713,449,449,197,197
1935,369071,443,443,86,86
1935,375210,454,454,301,301
1935,437495,453,453,158,158
1935,440815,440,440,206,206
1935,503007,455,455,180,180
1935,521941,444,444,180,180
1935,534443,433,433,88,88
1935,543663,446,446,142,142
1935,552806,455,455,337,337
1935,552812,454,454,270,270
1935,567970,449,449,246,246
1935,571255,447,447,182,182
1935,571258,454,454,158,158
1935,591899,452,452,190,190
1935,596031,451,451,175,175
1935,612845,453,453,249,249
1935,638673,439,439,136,136
1935,642700,452,452,174,174
1935,650670,455,455,90,90
1935,660399,455,455,325,325
1935,666058,430,430,156,156
1935,690818,445,445,175,175
1935,711838,454,454,233,233
1935,736357,451,451,168,168
1935,736360,452,452,174,174
1935,782787,452,452,158,158
1935,787133,455,455,253,253
1935,802382,446,446,168,168
1935,815381,347,347,66,66
1935,819149,446,446,238,238
1935,819150,446,446,185,185
1935,838137,182,182,10,10
1974,39465,76,76,1,1
1990,24,262,262,37,37
1990,208,299,299,97,97
1990,1008,447,447,66,66
1990,16649,359,359,196,196
1990,20872,447,447,59,59
1990,26194,431,431,65,65
1990,32485,455,455,307,307
1990,32490,454,454,120,120
1990,32546,455,455,207,207
1990,32549,454,454,102,102
1990,32550,455,455,247,247
1990,39465,454,454,142,142
1990,47330,446,446,90,90
1990,49207,454,454,96,96
1990,49450,362,362,105,105
1990,67802,252,252,89,89
1990,89074,451,451,49,49
1990,96123,230,230,26,26
1990,134544,451,451,113,113
1990,144184,443,443,52,52
1990,221793,286,286,18,18
1990,233272,248,248,21,21
1990,259516,286,286,29,29
1990,362721,423,423,62,62
1990,369071,422,422,96,96
1990,503007,352,352,51,51
1990,521941,292,292,51,51
1990,534443,281,281,65,65
1990,543663,454,454,76,76
1990,567970,298,298,165,165
1990,571255,257,257,59,59
1990,571258,453,453,59,59
1990,612845,439,439,72,72
1990,638673,310,310,44,44
1990,642700,381,381,55,55
1990,650670,424,424,68,68
1990,660399,429,429,131,131
1990,666058,368,368,52,52
1990,690818,295,295,120,120
1990,711838,450,450,94,94
1990,736357,299,299,46,46
1990,736360,454,454,63,63
1990,782787,425,425,50,50
1990,787133,418,418,156,156
1990,802382,454,454,77,77
1990,815381,240,240,63,63
1990,819149,446,446,124,124
1990,819150,446,446,113,113
1990,838137,256,256,53,53
1991,24,433,433,77,77
1991,208,439,439,218,218
1991,1008,444,444,139,139
1991,16649,445,445,343,343
1991,20872,446,446,197,197
1991,26194,433,433,138,138
1991,32485,457,457,451,451
1991,32490,453,453,246,246
1991,32546,452,452,292,292
1991,32549,383,383,130,130
1991,32550,404,404,365,365
1991,39465,445,445,296,296
1991,47330,448,448,124,124
1991,49207,369,369,66,66
1991,49450,449,449,185,185
1991,67802,377,377,69,69
1991,89074,445,445,84,84
1991,96123,449,449,86,86
1991,134544,450,450,187,187
1991,144184,454,454,152,152
1991,219078,103,103,51,51
1991,219149,451,451,316,316
1991,221793,423,423,129,129
1991,224200,326,326,13,13
1991,233272,433,433,124,124
1991,259516,451,451,111,111
1991,362721,437,437,149,149
1991,363713,433,433,181,181
1991,369071,430,430,185,185
1991,375210,452,452,328,328
1991,437495,433,433,192,192
1991,440815,436,436,96,96
1991,503007,433,433,67,67
1991,521941,431,431,88,88
1991,534443,440,440,85,85
1991,543663,445,445,128,128
1991,552806,453,453,346,346
1991,552812,434,434,182,182
1991,567970,100,100,1,1
1991,571255,404,404,96,96
1991,571258,452,452,145,145
1991,591899,434,434,179,179
1991,596031,440,440,183,183
1991,612845,439,439,109,109
1991,638673,410,410,34,34
1991,642700,382,382,80,80
1991,650670,441,441,136,136
1991,660399,433,433,118,118
1991,666058,452,452,186,186
1991,690818,452,452,214,214
1991,711838,451,451,164,164
1991,736357,433,433,103,103
1991,736360,445,445,149,149
1991,782787,452,452,108,108
1991,787133,449,449,309,309
1991,802382,445,445,134,134
1991,815381,351,351,71,71
1991,819149,446,446,222,222
1991,819150,446,446,155,155
1991,838137,255,255,53,53
1992,24,203,203,10,10
1992,208,224,224,31,31
1992,1008,206,206,40,40
1992,16649,219,219,91,91
1992,20872,207,207,39,39
1992,26194,230,230,11,11
1992,32485,446,446,173,173
1992,32490,450,450,30,30
1992,32546,402,402,66,66
1992,32549,215,215,26,26
1992,32550,402,402,89,89
1992,39465,438,438,74,74
1992,47330,446,446,11,11
1992,49207,450,450,39,39
1992,49450,446,446,28,28
1992,67802,218,218,20,20
1992,89074,224,224,29,29
1992,134544,212,212,32,32
1992,144184,364,364,24,24
1992,221793,170,170,15,15
1992,233272,223,223,12,12
1992,259516,212,212,16,16
1992,369071,219,219,14,14
1992,437495,217,217,2,2
1992,503007,211,211,1,1
1992,534443,219,219,43,43
1992,543663,191,191,4,4
1992,567970,205,205,35,35
1992,571255,130,130,7,7
1992,612845,437,437,9,9
1992,638673,222,222,6,6
1992,642700,207,207,10,10
1992,650670,268,268,18,18
1992,660399,213,213,15,15
1992,666058,217,217,26,26
1992,690818,223,223,24,24
1992,711838,209,209,30,30
1992,736357,206,206,7,7
1992,736360,205,205,7,7
1992,782787,206,206,9,9
1992,787133,261,261,38,38
1992,815381,224,224,36,36
1992,819149,443,443,18,18
1992,819150,261,261,7,7
1992,838137,213,213,23,23
1993,208,364,364,3,3
1993,20872,181,181,1,1
1993,26194,428,428,5,5
1993,32485,454,454,23,23
1993,32490,177,177,2,2
1993,32546,243,243,2,2
1993,32549,452,452,2,2
1993,32550,454,454,54,54
1993,39465,86,86,1,1
1993,47330,455,455,11,11
1993,49207,166,166,1,1
1993,49450,449,449,21,21
1993,67802,364,364,2,2
1993,134544,243,243,2,2
1993,144184,379,379,4,4
1993,221793,337,337,2,2
1993,259516,383,383,1,1
1993,369071,84,84,1,1
1993,543663,348,348,1,1
1993,567970,77,77,9,9
1993,571255,376,376,1,1
1993,642700,383,383,13,13
1993,650670,443,443,1,1
1993,660399,130,130,4,4
1993,690818,136,136,1,1
1993,711838,452,452,2,2
1993,736357,437,437,1,1
1993,736360,414,414,1,1
1993,782787,69,69,1,1
1993,787133,227,227,1,1
1993,802382,455,455,3,3
1993,815381,227,227,5,5
1993,819149,427,427,7,7
1993,819150,445,445,4,4
1994,24,202,202,7,7
1994,208,439,439,105,105
1994,1008,446,446,82,82
1994,16649,224,224,191,191
1994,20872,221,221,115,115
1994,26194,432,432,26,26
1994,32485,451,451,255,255
1994,32490,432,432,69,69
1994,32546,451,451,108,108
1994,32549,444,444,41,41
1994,32550,449,449,150,150
1994,39465,371,371,162,162
1994,47330,453,453,37,37
1994,49207,449,449,60,60
1994,49450,332,332,64,64
1994,67802,341,341,73,73
1994,89074,220,220,53,53
1994,96123,224,224,2,2
1994,134544,221,221,51,51
1994,144184,270,270,55,55
1994,221793,223,223,39,39
1994,233272,220,220,26,26
1994,259516,224,224,47,47
1994,369071,443,443,97,97
1994,503007,425,425,6,6
1994,534443,223,223,92,92
1994,543663,446,446,15,15
1994,567970,224,224,83,83
1994,571255,376,376,11,11
1994,612845,434,434,30,30
1994,638673,222,222,30,30
1994,642700,383,383,37,37
1994,650670,320,320,40,40
1994,660399,219,219,23,23
1994,666058,224,224,44,44
1994,690818,218,218,38,38
1994,711838,212,212,23,23
1994,736357,216,216,11,11
1994,736360,418,418,18,18
1994,782787,421,421,18,18
1994,787133,223,223,75,75
1994,802382,455,455,33,33
1994,815381,223,223,40,40
1994,819149,386,386,43,43
1994,819150,446,446,41,41
1994,838137,221,221,33,33
1995,24,432,432,27,27
1995,208,438,438,76,76
1995,1008,397,397,42,42
1995,16649,441,441,171,171
1995,20872,452,452,88,88
1995,26194,432,432,48,48
1995,32485,457,457,244,244
1995,32490,455,455,107,107
1995,32546,453,453,182,182
1995,32549,215,215,60,60
1995,32550,404,404,181,181
1995,39465,431,431,124,124
1995,47330,455,455,56,56
1995,49207,369,369,66,66
1995,49450,440,440,78,78
1995,67802,451,451,41,41
1995,89074,446,446,30,30
1995,96123,453,453,56,56
1995,134544,450,450,107,107
1995,144184,453,453,61,61
1995,221793,257,257,26,26
1995,233272,431,431,28,28
1995,259516,450,450,84,84
1995,362721,375,375,60,60
1995,363713,453,453,93,93
1995,369071,444,444,89,89
1995,375210,454,454,183,183
1995,437495,446,446,73,73
1995,440815,449,449,8,8
1995,503007,455,455,31,31
1995,521941,452,452,36,36
1995,534443,212,212,57,57
1995,543663,446,446,65,65
1995,552806,456,456,157,157
1995,552812,449,449,99,99
1995,571255,253,253,34,34
1995,571258,450,450,60,60
1995,591899,455,455,87,87
1995,596031,440,440,54,54
1995,612845,450,450,52,52
1995,638673,411,411,19,19
1995,642700,381,381,48,48
1995,650670,448,448,49,49
1995,666058,451,451,68,68
1995,690818,455,455,68,68
1995,711838,446,446,73,73
1995,736357,454,454,48,48
1995,736360,455,455,31,31
1995,782787,425,425,43,43
1995,787133,454,454,144,144
1995,802382,446,446,42,42
1995,815381,234,234,41,41
1995,819149,446,446,99,99
1995,819150,441,441,67,67
1995,838137,216,216,48,48
1996,24,200,200,8,8
1996,208,220,220,53,53
1996,1008,215,215,65,65
1996,16649,372,372,128,128
1996,20872,213,213,58,58
1996,26194,448,448,11,11
1996,32485,458,458,208,208
1996,32490,419,419,41,41
1996,32546,433,433,125,125
1996,32549,433,433,43,43
1996,32550,425,425,125,125
1996,39465,444,444,100,100
1996,47330,178,178,15,15
1996,49207,215,215,42,42
1996,49450,447,447,35,35
1996,67802,195,195,23,23
1996,89074,214,214,26,26
1996,134544,219,219,36,36
1996,144184,219,219,28,28
1996,221793,80,80,8,8
1996,233272,223,223,17,17
1996,259516,177,177,17,17
1996,369071,222,222,62,62
1996,503007,216,216,5,5
1996,534443,215,215,70,70
1996,543663,215,215,11,11
1996,567970,223,223,54,54
1996,571255,190,190,22,22
1996,612845,218,218,9,9
1996,638673,221,221,11,11
1996,642700,281,281,14,14
1996,650670,189,189,20,20
1996,660399,206,206,39,39
1996,666058,419,419,29,29
1996,690818,222,222,23,23
1996,711838,419,419,27,27
1996,736357,121,121,12,12
1996,736360,203,203,19,19
1996,782787,221,221,17,17
1996,787133,412,412,54,54
1996,802382,181,181,18,18
1996,815381,235,235,37,37
1996,819149,444,444,29,29
1996,819150,414,414,16,16
1996,838137,216,216,26,26
1997,24,438,438,27,27
1997,208,438,438,52,52
1997,1008,441,441,27,27
1997,16649,451,451,81,81
1997,20872,440,440,47,47
1997,26194,432,432,23,23
1997,32485,456,456,319,319
1997,32490,454,454,56,56
1997,32546,454,454,135,135
1997,32549,454,454,55,55
1997,32550,452,452,208,208
1997,39465,450,450,85,85
1997,47330,451,451,28,28
1997,49207,447,447,50,50
1997,49450,452,452,68,68
1997,67802,367,367,25,25
1997,89074,454,454,38,38
1997,96123,229,229,9,9
1997,134544,448,448,68,68
1997,144184,446,446,28,28
1997,221793,389,389,8,8
1997,233272,445,445,43,43
1997,259516,383,383,26,26
1997,362721,243,243,18,18
1997,369071,441,441,12,12
1997,437495,427,427,8,8
1997,440815,441,441,32,32
1997,503007,431,431,9,9
1997,534443,441,441,36,36
1997,543663,446,446,47,47
1997,567970,440,440,68,68
1997,571255,447,447,17,17
1997,571258,452,452,59,59
1997,612845,438,438,44,44
1997,638673,411,411,17,17
1997,642700,451,451,51,51
1997,650670,449,449,44,44
1997,660399,442,442,21,21
1997,666058,456,456,23,23
1997,690818,452,452,20,20
1997,711838,452,452,39,39
1997,736357,442,442,7,7
1997,736360,451,451,19,19
1997,782787,425,425,20,20
1997,787133,456,456,81,81
1997,802382,431,431,19,19
1997,815381,236,236,52,52
1997,819149,446,446,69,69
1997,819150,441,441,35,35
1997,838137,230,230,16,16
1998,24,287,287,89,89
1998,208,438,438,102,102
1998,1008,440,440,81,81
1998,16649,435,435,198,198
1998,20872,430,430,116,116
1998,26194,443,443,75,75
1998,32485,454,454,328,328
1998,32490,454,454,131,131
1998,32546,454,454,176,176
1998,32549,299,299,76,76
1998,32550,432,432,247,247
1998,39465,454,454,160,160
1998,47330,452,452,110,110
1998,49207,369,369,36,36
1998,49450,447,447,124,124
1998,67802,446,446,60,60
1998,89074,446,446,64,64
1998,96123,447,447,73,73
1998,134544,448,448,120,120
1998,144184,447,447,50,50
1998,219078,454,454,147,147
1998,219149,452,452,175,175
1998,221793,452,452,87,87
1998,224200,258,258,48,48
1998,233272,430,430,40,40
1998,259516,448,448,43,43
1998,362721,437,437,109,109
1998,363713,452,452,85,85
1998,369071,369,369,116,116
1998,375210,454,454,169,169
1998,437495,434,434,102,102
1998,440815,328,328,6,6
1998,503007,454,454,59,59
1998,521941,452,452,60,60
1998,534443,452,452,86,86
1998,543663,456,456,72,72
1998,552806,454,454,199,199
1998,552812,447,447,109,109
1998,567970,454,454,110,110
1998,571255,445,445,55,55
1998,571258,452,452,101,101
1998,591899,406,406,116,116
1998,596031,425,425,97,97
1998,612845,455,455,73,73
1998,638673,411,411,91,91
1998,642700,428,428,53,53
1998,650670,426,426,89,89
1998,660399,455,455,119,119
1998,666058,452,452,79,79
1998,690818,443,443,118,118
1998,711838,455,455,94,94
1998,736357,342,342,39,39
1998,736360,454,454,70,70
1998,782787,447,447,53,53
1998,787133,454,454,166,166
1998,802382,410,410,72,72
1998,815381,240,240,64,64
1998,819149,446,446,139,139
1998,819150,446,446,112,112
1998,838137,240,240,49,49
1999,24,219,219,40,40
1999,208,437,437,120,120
1999,1008,436,436,125,125
1999,16649,452,452,222,222
1999,20872,224,224,160,160
1999,26194,432,432,32,32
1999,32485,455,455,282,282
1999,32490,455,455,121,121
1999,32546,450,450,193,193
1999,32549,223,223,63,63
1999,32550,435,435,204,204
1999,39465,376,376,160,160
1999,47330,452,452,79,79
